100m Medley,25m,1:37.37,197,9 Feb 2014,Carleton Place,CPWD Mid Winter Melt,Medley,100
200m Medley,25m,3:03.66,292,29 Jan 2016,Belleville,Eastern Ontario Short Course ...,Medley,200
50m Freestyle,25m,37.17,244,10 Jan 2015,Perth,Mike Brown Invitational,Freestyle,50
100m Freestyle,25m,1:16.10,299,11 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,100
200m Freestyle,25m,2:44.55,305,13 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,200
400m Freestyle,25m,5:43.74,317,29 Jan 2016,Belleville,Eastern Ontario Short Course ...,Freestyle,400
50m Butterfly,25m,39.68,231,5 Nov 2016,Ottawa,ROC Swimming Duel,Butterfly,50
50m Breaststroke,25m,44.84,264,8 Nov 2014,Ottawa,Time Trials,Breaststroke,50
100m Breaststroke,25m,1:37.07,265,30 Jan 2016,Belleville,Eastern Ontario Short Course ...,Breaststroke,100
200m Breaststroke,25m,3:24.99,282,17 Oct 2015,Nepean,NKB Short Course Fall Invitational,Breaststroke,200
50m Backstroke,25m,39.34,277,31 Jan 2016,Belleville,Eastern Ontario Short Course ...,Backstroke,50
100m Backstroke,25m,1:24.05,280,29 Jan 2016,Belleville,Eastern Ontario Short Course ...,Backstroke,100
200m Backstroke,25m,2:59.17,294,30 Jan 2016,Belleville,Eastern Ontario Short Course ...,Backstroke,200
200m Medley,50m,3:05.15,316,14 May 2016,Nepean,Festival of Spring,Medley,200
50m Freestyle,50m,35.26,304,16 Jan 2016,Ottawa,GO Kingfish Polar Bear Invite,Freestyle,50
100m Freestyle,50m,1:19.04,285,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Freestyle,100
200m Freestyle,50m,2:47.53,306,16 Jan 2016,Ottawa,GO Kingfish Polar Bear Invite,Freestyle,200
400m Freestyle,50m,5:46.17,326,13 May 2016,Nepean,Festival of Spring,Freestyle,400
800m Freestyle,50m,11:53.49,318,8 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Freestyle,800
50m Butterfly,50m,41.85,198,17 Jan 2016,Ottawa,GO Kingfish Polar Bear Invite,Butterfly,50
100m Butterfly,50m,1:31.82,222,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Butterfly,100
50m Breaststroke,50m,47.94,232,16 Jan 2016,Ottawa,GO Kingfish Polar Bear Invite,Breaststroke,50
100m Breaststroke,50m,1:39.54,270,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Breaststroke,100
200m Breaststroke,50m,3:32.35,281,12 Apr 2015,Nepean,OYO Long Course Invitational,Breaststroke,200
50m Backstroke,50m,45.46,210,26 Apr 2014,Ottawa,April Long Course Meet,Backstroke,50
100m Backstroke,50m,1:27.13,296,8 Apr 2017,Ottawa,5th Annual "Go The Distance" Night & ...,Backstroke,100
200m Backstroke,50m,3:04.36,304,14 May 2016,Nepean,Festival of Spring,Backstroke,200
