100m Medley,25m,1:13.50,454,21 Oct 2017,Lambertseter,Open,Medley,100
200m Medley,25m,2:37.67,461,22 Oct 2017,Lambertseter,Open,Medley,200
50m Freestyle,25m,26.44,652,3 Dec 2022,Bekkestua,Barum Open,Freestyle,50
100m Freestyle,25m,1:00.09,584,29 May 2021,Lambertseter,Elitestevne Oslo - 2,Freestyle,100
200m Freestyle,25m,2:07.43,648,30 Oct 2022,Stavanger,Nordsjoestevnet,Freestyle,200
400m Freestyle,25m,4:38.22,594,10 Feb 2023,Holmen,Asker Open,Freestyle,400
50m Butterfly,25m,27.35,708,3 Dec 2022,Bekkestua,Barum Open,Butterfly,50
100m Butterfly,25m,1:02.68,660,30 Oct 2022,Stavanger,Nordsjoestevnet,Butterfly,100
50m Backstroke,25m,29.64,619,28 Oct 2022,Stavanger,Nordsjoestevnet,Backstroke,50
100m Backstroke,25m,1:03.23,654,29 Oct 2022,Stavanger,Nordsjoestevnet,Backstroke,100
200m Medley,50m,2:58.39,353,2 Jul 2016,Stockholm (SWE),HEAD Summer Cup,Medley,200
400m Medley,50m,6:20.79,342,3 Jul 2016,Stockholm (SWE),HEAD Summer Cup,Medley,400
50m Freestyle,50m,28.29,585,4 Jul 2021,Bergen,Norwegian Championships,Freestyle,50
100m Freestyle,50m,1:00.72,617,7 May 2022,Drammen,Marienlyst Open,Freestyle,100
200m Freestyle,50m,2:14.78,589,12 Jun 2021,Bergen,Bergen Swim Festival,Freestyle,200
50m Butterfly,50m,28.27,645,7 May 2022,Drammen,Marienlyst Open,Butterfly,50
100m Butterfly,50m,1:05.17,616,8 May 2022,Drammen,Marienlyst Open,Butterfly,100
50m Breaststroke,50m,43.54,304,2 Jul 2016,Stockholm (SWE),HEAD Summer Cup,Breaststroke,50
100m Breaststroke,50m,1:45.90,222,5 Jun 2015,Kristiansand,Aquarama Open,Breaststroke,100
50m Backstroke,50m,31.03,657,8 May 2022,Drammen,Marienlyst Open,Backstroke,50
100m Backstroke,50m,1:07.31,621,8 Jul 2022,Kristiansand,NM Langbane,Backstroke,100
200m Backstroke,50m,3:16.10,248,6 Jun 2015,Kristiansand,Aquarama Open,Backstroke,200
