50m Freestyle,25m,25.89,694,23 Feb 2023,Victoria,USPORTS Swimming Championships,Freestyle,50
100m Freestyle,25m,56.03,721,26 Mar 2022,Quebec,Championnat Universitaire ...,Freestyle,100
50m Butterfly,25m,27.54,693,11 Feb 2023,Victoria,West Coast Collegiate,Butterfly,50
100m Butterfly,25m,1:01.85,687,24 Mar 2022,Quebec,Championnat Universitaire ...,Butterfly,100
50m Backstroke,25m,30.52,567,29 Oct 2021,Calgary,UC Dino Cup,Backstroke,50
100m Backstroke,25m,1:06.79,555,30 Oct 2021,Calgary,UC Dino Cup,Backstroke,100
50m Freestyle,50m,27.11,665,13 Feb 2022,Victoria,West Coast Collegiate,Freestyle,50
100m Freestyle,50m,58.63,686,21 Jan 2023,Vancouver,UBC Winter Warm-up,Freestyle,100
50m Butterfly,50m,28.18,651,24 Feb 2023,Victoria,USPORTS Swimming Championships,Butterfly,50
100m Butterfly,50m,1:04.92,624,12 Feb 2023,Victoria,West Coast Collegiate,Butterfly,100
