100m Medley,25m,1:13.43,328,18 Jan 2015,Ottawa,GO Kingfish Polar Plunge,Medley,100
200m Medley,25m,2:41.47,312,26 Oct 2013,Nepean,Annual October Invitational,Medley,200
400m Medley,25m,5:15.12,417,12 Dec 2014,Pointe-Claire,Invitation Provinciale AA ...,Medley,400
50m Freestyle,25m,27.75,389,13 Dec 2014,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,50
100m Freestyle,25m,58.47,454,11 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,100
200m Freestyle,25m,2:03.64,519,13 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,200
400m Freestyle,25m,4:17.80,558,12 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,400
800m Freestyle,25m,8:55.31,568,10 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,800
1500m Freestyle,25m,16:47.53,600,10 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,1500
50m Butterfly,25m,31.39,334,30 Jan 2015,Belleville,Eastern Ontario Regional SC ...,Butterfly,50
100m Butterfly,25m,1:10.94,318,28 Nov 2014,Cornwall,CSL Snowflake Invitational,Butterfly,100
200m Butterfly,25m,2:43.22,294,13 Dec 2013,Pointe-Claire,Invitation Pointe-Claire ...,Butterfly,200
50m Breaststroke,25m,47.60,149,17 Nov 2012,Blainville,Invitation 18e ''Challenge'' ...,Breaststroke,50
100m Breaststroke,25m,1:34.97,200,8 Nov 2014,Ottawa,Time Trials,Breaststroke,100
200m Breaststroke,25m,3:17.65,226,18 Oct 2014,Nepean,Fall Invitational (SC),Breaststroke,200
50m Backstroke,25m,36.93,217,16 Nov 2013,Brossard,Inv. Open Sprint Samak Groupe d'age ...,Backstroke,50
100m Backstroke,25m,1:14.60,282,17 Oct 2015,Nepean,NKB Short Course Fall Invitational,Backstroke,100
200m Backstroke,25m,2:38.56,299,19 Oct 2014,Nepean,Fall Invitational (SC),Backstroke,200
200m Medley,50m,2:39.28,366,17 Jan 2016,Ottawa,GO Kingfish Polar Bear Invite,Medley,200
400m Medley,50m,5:32.51,394,15 May 2016,Nepean,Festival of Spring,Medley,400
50m Freestyle,50m,28.50,394,28 May 2016,Gatineau,Open de Gatineau LC,Freestyle,50
100m Freestyle,50m,1:01.09,452,6 Mar 2016,Nepean,Ontario Spring LC Championships,Freestyle,100
200m Freestyle,50m,2:11.48,466,29 May 2016,Gatineau,Open de Gatineau LC,Freestyle,200
400m Freestyle,50m,4:30.84,536,5 Mar 2016,Nepean,Ontario Spring LC Championships,Freestyle,400
800m Freestyle,50m,9:20.06,526,4 Jun 2016,Nepean,Eastern Ontario Long Course ...,Freestyle,800
1500m Freestyle,50m,17:40.44,554,29 May 2016,Gatineau,Open de Gatineau LC,Freestyle,1500
50m Butterfly,50m,32.92,316,10 Apr 2016,Nepean,OYO Long Course Invitational,Butterfly,50
100m Butterfly,50m,1:09.02,376,28 May 2016,Gatineau,Open de Gatineau LC,Butterfly,100
200m Butterfly,50m,2:49.30,285,10 Apr 2016,Nepean,OYO Long Course Invitational,Butterfly,200
100m Breaststroke,50m,1:33.50,244,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Breaststroke,100
50m Backstroke,50m,42.11,186,2 Jun 2012,Nepean,Regional Championship Meet,Backstroke,50
100m Backstroke,50m,1:22.91,245,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Backstroke,100
200m Backstroke,50m,3:00.50,238,9 Jun 2013,Nepean,EOSA LC Regionals,Backstroke,200
