100m Medley,25m,1:07.84,577,2 Dec 2022,Trois-Rivieres,Invitation Megophias decembre,Medley,100
200m Medley,25m,2:24.98,593,27 Jan 2023,Moncton,NB Open Cup/ La Coupe du NB,Medley,200
400m Medley,25m,5:05.96,606,28 Jan 2023,Moncton,NB Open Cup/ La Coupe du NB,Medley,400
50m Freestyle,25m,27.91,554,13 Mar 2021,Saint John,Time Trials,Freestyle,50
100m Freestyle,25m,59.22,610,29 Jan 2023,Moncton,NB Open Cup/ La Coupe du NB,Freestyle,100
200m Freestyle,25m,2:08.70,629,30 Nov 2019,Montreal,Neptune International de Noel 25m,Freestyle,200
400m Freestyle,25m,4:23.12,702,24 Apr 2021,Saint John,TIDE Performance Meet #1,Freestyle,400
800m Freestyle,25m,9:03.43,686,4 Dec 2022,Trois-Rivieres,Invitation Megophias decembre,Freestyle,800
1500m Freestyle,25m,17:24.26,679,15 Dec 2022,Edmundston,Ceml/ Mltc,Freestyle,1500
50m Butterfly,25m,29.79,548,2 Dec 2022,Trois-Rivieres,Invitation Megophias decembre,Butterfly,50
100m Butterfly,25m,1:04.98,592,24 Apr 2021,Saint John,TIDE Performance Meet #1,Butterfly,100
200m Butterfly,25m,2:25.56,554,29 Jan 2023,Moncton,NB Open Cup/ La Coupe du NB,Butterfly,200
50m Breaststroke,25m,35.80,507,13 Mar 2021,Saint John,Time Trials,Breaststroke,50
100m Breaststroke,25m,1:28.64,348,3 Nov 2019,Moncton,Tri Meet #2,Breaststroke,100
200m Breaststroke,25m,2:51.11,486,3 Dec 2021,Montreal,Invitation international de Noel,Breaststroke,200
50m Backstroke,25m,33.31,436,8 May 2021,Saint John,TIDE Dual Meet #4,Backstroke,50
100m Backstroke,25m,1:08.80,507,2 Dec 2022,Trois-Rivieres,Invitation Megophias decembre,Backstroke,100
200m Backstroke,25m,2:25.47,546,3 Dec 2022,Trois-Rivieres,Invitation Megophias decembre,Backstroke,200
200m Medley,50m,2:27.42,626,5 Mar 2023,Halifax,David Fry East Coast Championships,Medley,200
400m Medley,50m,5:14.42,607,17 Feb 2023,Montreal,Coupe du Quebec Junior Senior,Medley,400
50m Freestyle,50m,28.37,580,22 May 2021,Saint John,Long course invitational CNBO and ...,Freestyle,50
100m Freestyle,50m,1:00.91,611,5 Mar 2023,Halifax,David Fry East Coast Championships,Freestyle,100
200m Freestyle,50m,2:09.09,670,3 Mar 2023,Halifax,David Fry East Coast Championships,Freestyle,200
400m Freestyle,50m,4:31.16,663,23 Apr 2022,Pointe-Claire,Eastern Canadian Championships,Freestyle,400
800m Freestyle,50m,9:14.15,669,28 Mar 2021,Saint John,Cnbo Lc Meet,Freestyle,800
1500m Freestyle,50m,17:26.40,680,28 Mar 2021,Saint John,Cnbo Lc Meet,Freestyle,1500
50m Butterfly,50m,30.07,536,3 Mar 2023,Halifax,David Fry East Coast Championships,Butterfly,50
100m Butterfly,50m,1:06.25,587,17 Feb 2023,Montreal,Coupe du Quebec Junior Senior,Butterfly,100
200m Butterfly,50m,2:29.52,540,18 Feb 2023,Montreal,Coupe du Quebec Junior Senior,Butterfly,200
50m Breaststroke,50m,39.96,394,30 May 2021,Saint John,TIDE / CVAC Dual Meet,Breaststroke,50
100m Breaststroke,50m,1:27.24,397,28 Mar 2021,Saint John,Cnbo Lc Meet,Breaststroke,100
200m Breaststroke,50m,2:57.65,478,26 Mar 2022,Saint John,NB Spring Champs/Championnat du ...,Breaststroke,200
50m Backstroke,50m,33.32,530,3 Mar 2023,Halifax,David Fry East Coast Championships,Backstroke,50
100m Backstroke,50m,1:17.69,404,7 May 2022,Saint John,New Brunswick Canada Games Trials / ...,Backstroke,100
200m Backstroke,50m,2:45.52,413,11 Jan 2020,Halifax,AAA Invitational Long Course One,Backstroke,200
2000m Freestyle,50m,24:27.38,-,4 Jul 2019,Saint John,Atlantic Cup Saint John NB
