100m Medley,25m,1:17.40,392,18 Jan 2015,Ottawa,GO Kingfish Polar Plunge,Medley,100
200m Medley,25m,2:41.49,429,29 Jan 2016,Belleville,Eastern Ontario Short Course ...,Medley,200
400m Medley,25m,5:45.02,425,19 Jan 2014,Ottawa,GO Kingfish Polar Plunge,Medley,400
50m Freestyle,25m,28.06,568,12 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,50
100m Freestyle,25m,1:00.53,594,12 Dec 2015,Pointe-Claire,Invitation Provinciale AAA ...,Freestyle,100
200m Freestyle,25m,2:13.47,571,13 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,200
400m Freestyle,25m,4:36.49,610,12 Dec 2015,Pointe-Claire,Invitation Provinciale AA ...,Freestyle,400
800m Freestyle,25m,9:41.49,560,8 Dec 2016,Pointe-Claire,AA-AAA Invitation Pointe-Claire,Freestyle,800
1500m Freestyle,25m,19:35.07,479,1 Feb 2015,Belleville,Eastern Ontario Regional SC ...,Freestyle,1500
50m Butterfly,25m,32.77,411,30 Jan 2015,Belleville,Eastern Ontario Regional SC ...,Butterfly,50
100m Butterfly,25m,1:10.41,466,31 Jan 2015,Belleville,Eastern Ontario Regional SC ...,Butterfly,100
200m Butterfly,25m,2:49.09,353,8 Nov 2014,Ottawa,Time Trials,Butterfly,200
50m Breaststroke,25m,40.21,367,5 Nov 2016,Ottawa,ROC Swimming Duel,Breaststroke,50
100m Breaststroke,25m,1:31.42,317,19 Oct 2014,Nepean,Fall Invitational (SC),Breaststroke,100
200m Breaststroke,25m,3:08.06,366,13 Dec 2014,Pointe-Claire,AAA Invitation Pointe-Claire,Breaststroke,200
50m Backstroke,25m,34.01,429,5 Feb 2017,Belleville,Eastern Ontario Regional SC ...,Backstroke,50
100m Backstroke,25m,1:17.50,358,26 Nov 2016,Montreal-Nord,Invitation provinciale AA et AAA ...,Backstroke,100
200m Backstroke,25m,2:47.45,360,1 Feb 2014,Belleville,EOSA SC Regional Championship,Backstroke,200
200m Medley,50m,2:46.31,436,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Medley,200
400m Medley,50m,5:53.36,438,15 May 2016,Nepean,Festival of Spring,Medley,400
50m Freestyle,50m,29.26,533,4 Jul 2015,Nepean,Ontario Provincial Championships ...,Freestyle,50
100m Freestyle,50m,1:03.68,546,27 May 2016,Gatineau,Open de Gatineau LC,Freestyle,100
200m Freestyle,50m,2:17.52,554,7 Jun 2015,Nepean,Eastern Long Course Regional ...,Freestyle,200
400m Freestyle,50m,4:50.51,552,28 May 2016,Gatineau,Open de Gatineau LC,Freestyle,400
800m Freestyle,50m,10:28.21,466,8 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Freestyle,800
1500m Freestyle,50m,19:47.18,473,8 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Freestyle,1500
50m Butterfly,50m,33.07,403,6 Jun 2014,Nepean,EOSA Long Course Regional ...,Butterfly,50
100m Butterfly,50m,1:12.60,450,7 Jun 2014,Nepean,EOSA Long Course Regional ...,Butterfly,100
200m Butterfly,50m,2:55.52,334,10 Apr 2016,Nepean,OYO Long Course Invitational,Butterfly,200
50m Breaststroke,50m,42.52,333,21 Jan 2017,Ottawa,GO Kingfish Polar Bear Invite ...,Breaststroke,50
100m Breaststroke,50m,1:32.06,341,9 Apr 2016,Ottawa,4th Annual "Go The Distance" Night & ...,Breaststroke,100
200m Breaststroke,50m,3:20.41,334,28 Mar 2015,Nepean,Welcome to Long Course,Breaststroke,200
50m Backstroke,50m,37.23,383,6 Jun 2014,Nepean,EOSA Long Course Regional ...,Backstroke,50
100m Backstroke,50m,1:23.06,342,12 Apr 2014,Ottawa,ROC Swimming Distance Night & LC ...,Backstroke,100
200m Backstroke,50m,2:55.37,354,10 Apr 2016,Nepean,OYO Long Course Invitational,Backstroke,200
