Young Age,18
Old Age,18

Event,18,18,18,18,
50 Free,,00:25.51,,0,
100 Free,,00:56.01,,0,
200 Free,,02:00.80,,0,
400 Free,,04:15.34,,0,
800 Free,,08:48.76,,0,
1500 Free,,17:01.80,,0,
50 Back,,,,,
100 Back,,01:02.06,,0,
200 Back,,02:14.30,,0,
50 Breast,,,,,
100 Breast,,01:09.08,,0,
200 Breast,,02:29.89,,0,
50 Fly,,,,,
100 Fly,,00:59.66,,0,
200 Fly,,02:12.28,,0,
100 IM,,,,,
200 IM,,02:16.54,,0,
400 IM,,04:46.89,,0,
