Young Age,12
Old Age,12

Event,12,12,12,12,
50 Free,,00:21.96,,0,
100 Free,,00:48.34,,0,
200 Free,,01:46.26,,0,
400 Free,,03:46.78,,0,
800 Free,,07:51.65,,0,
1500 Free,,15:00.99,,0,
50 Back,,,,0,
100 Back,,00:53.74,,0,
200 Back,,01:57.50,,0,
50 Breast,,,,0,
100 Breast,,00:59.49,,0,
200 Breast,,02:09.68,,0,
50 Fly,,,,0,
100 Fly,,00:51.67,,0,
200 Fly,,01:55.78,,0,
100 IM,,,,,
200 IM,,01:57.94,,0,
400 IM,,04:12.50,,0,
