Young Age,18
Old Age,18

Event,18,18,18,18,
50 Free,,00:24.77,,0,
100 Free,,00:54.38,,0,
200 Free,,01:57.28,,0,
400 Free,,04:07.90,,0,
800 Free,,08:33.36,,0,
1500 Free,,16:32.04,,0,
50 Back,,,,,
100 Back,,01:00.25,,0,
200 Back,,02:10.39,,0,
50 Breast,,,,,
100 Breast,,01:07.07,,0,
200 Breast,,02:25.52,,0,
50 Fly,,,,,
100 Fly,,00:57.92,,0,
200 Fly,,02:08.43,,0,
100 IM,,,,,
200 IM,,02:12.56,,0,
400 IM,,04:38.53,,0,
