Young Age,12
Old Age,12

Event,12,12,12,12,
50 Free,,00:22.07,,0,
100 Free,,00:48.58,,0,
200 Free,,01:46.79,,0,
400 Free,,03:47.91,,0,
800 Free,,07:54.01,,0,
1500 Free,,15:05.49,,0,
50 Back,,,,,
100 Back,,00:54.01,,0,
200 Back,,01:58.09,,0,
50 Breast,,,,,
100 Breast,,00:59.79,,0,
200 Breast,,02:10.33,,0,
50 Fly,,,,,
100 Fly,,00:51.93,,0,
200 Fly,,01:56.36,,0,
100 IM,,,,,
200 IM,,01:58.53,,0,
400 IM,,04:13.76,,0,
