Young Age,19
Old Age,19

Event,19,19,19,19
50 Free,,00:26.87,,0
100 Free,,00:57.45,,0
200 Free,,02:04.66,,0
400 Free,,04:25.15,,0
800 Free,,09:11.99,,0
1500 Free,,18:07.43,,0
50 Back,,00:30.53,,0
100 Back,,01:04.51,,0
200 Back,,02:19.60,,0
50 Breast,,00:33.82,,0
100 Breast,,01:13.10,,0
200 Breast,,02:38.35,,0
50 Fly,,00:28.41,,0
100 Fly,,01:02.64,,0
200 Fly,,02:21.78,,0
100 IM
200 IM,,02:22.40,,0
400 IM,,05:03.68,,0
