Young Age,18
Old Age,18

Event,18,18,18,18,
50 Free,,00:22.01,,0,
100 Free,,00:48.57,,0,
200 Free,,01:47.02,,0,
400 Free,,03:46.78,,0,
800 Free,,07:54.31,,0,
1500 Free,,15:00.99,,0,
50 Back,,,,,
100 Back,,00:53.85,,0,
200 Back,,01:57.50,,0,
50 Breast,,,,,
100 Breast,,00:59.93,,0,
200 Breast,,02:10.35,,0,
50 Fly,,,,,
100 Fly,,00:51.96,,0,
200 Fly,,01:56.48,,0,
100 IM,,,,,
200 IM,,01:59.67,,0,
400 IM,,04:15.84,,0,
