Young Age,12
Old Age,12

Event,12,12,12,12,
50 Free,,00:24.82,,0,
100 Free,,00:53.88,,0,
200 Free,,01:57.85,,0,
400 Free,,04:09.14,,0,
800 Free,,08:29.24,,0,
1500 Free,,16:13.94,,0,
50 Back,,,,,
100 Back,,01:00.29,,0,
200 Back,,02:11.04,,0,
50 Breast,,,,,
100 Breast,,01:07.12,,0,
200 Breast,,02:24.63,,0,
50 Fly,,,,,
100 Fly,,00:58.21,,0,
200 Fly,,02:09.07,,0,
100 IM,,,,,
200 IM,,02:12.13,,0,
400 IM,,04:39.92,,0,
